"","monitoring_location_id","activity_media_name","activity_media_subdivision_name","activity_id","activity_start_date","activity_start_time","activity_end_date","activity_end_time","activity_latitude","activity_longitude","activity_source_map_scale","activity_type","activity_depth_height_measure","activity_depth_height_unit","activity_top_depth_height_measure","activity_top_depth_height_unit","activity_bottom_depth_height_measure","activity_bottom_depth_height_unit","activity_relative_depth_name","activity_comment","characteristic_name","result_analytical_method_id","result_analytical_method_context","method_speciation","result_value","result_unit","result_qualifier","result_weight_basis","statistical_base_code","result_sample_fraction","result_value_type","result_comment","sample_collection_method_id","equipment_id","result_detection_condition","result_detection_limit_type_1","result_detection_limit_value_1","result_detection_limit_unit_1","result_detection_limit_type_2","result_detection_limit_value_2","result_detection_limit_unit_2","laboratory_accreditation_indicator","laboratory_name","laboratory_sample_id","analysis_start_date","analysis_start_time","biological_intent","subject_taxonomic_name","thermal_preservative","sample_container_type","sample_container_color","chemical_preservative","flag","time_zone"
"112",10000002,"Water","Surface Water","10000002-2025-04-30-Cu","2025-04-30","10:26:00.000000",NA,NA,60.54368,-151.22294,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,19,"ug/L","=","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731026,"2025-05-02","19:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"113",10000002,"Water","Surface Water","10000002-2025-04-30-Zn","2025-04-30","10:26:00.000000",NA,NA,60.54368,-151.22294,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,6.38,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731026,"2025-05-02","19:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"114",10000002,"Water","Surface Water","10000002-2025-04-30-Zn-NA","2025-04-30","10:23:00.000000",NA,NA,60.54368,-151.22294,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,9.2,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731038,"2025-05-08","11:05:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"115",10000015,"Water","Surface Water","10000015-2025-04-30-As","2025-04-30","09:50:00.000000",NA,NA,60.548029,-151.14324,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Arsenic","200.8","USEPA",NA,2.93,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731027,"2025-05-02","19:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"116",10000015,"Water","Surface Water","10000015-2025-04-30-Zn","2025-04-30","09:50:00.000000",NA,NA,60.548029,-151.14324,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,9.99,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731027,"2025-05-02","19:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"117",10000018,"Water","Surface Water","10000018-2025-04-30-Total P-DUP","2025-04-30","10:47:00.000000",NA,NA,60.502005,-151.106973,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.0127,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731006,"2025-05-07","09:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"118",10000008,"Water","Surface Water","10000008-2025-04-30-Total P","2025-04-30","09:48:00.000000",NA,NA,60.550888,-151.268417,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.0268,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731001,"2025-05-07","09:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"119",10000002,"Water","Surface Water","10000002-2025-04-30-Total P","2025-04-30","10:23:00.000000",NA,NA,60.54368,-151.22294,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.473,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.15,"mg/L",NA,"SGS",1251731002,"2025-05-13","10:54:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"120",10000015,"Water","Surface Water","10000015-2025-04-30-Total P","2025-04-30","09:50:00.000000",NA,NA,60.548029,-151.14324,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.0886,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731003,"2025-05-07","09:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"121",10000018,"Water","Surface Water","10000018-2025-04-30-Zn","2025-04-30","10:47:00.000000",NA,NA,60.502005,-151.106973,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,13.1,"ug/L","=","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731029,"2025-05-02","19:40:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"122",10000018,"Water","Surface Water","10000018-2025-04-30-Zn-DUP","2025-04-30","10:47:00.000000",NA,NA,60.502005,-151.106973,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,11.9,"ug/L","=","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731030,"2025-05-02","19:43:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"123",10000020,"Water","Surface Water","10000020-2025-04-30-Zn-NA","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,6.74,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731039,"2025-05-08","11:08:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"124",10000022,"Water","Surface Water","10000022-2025-04-30-Total P","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.0702,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731009,"2025-05-07","09:42:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"125",10000022,"Water","Surface Water","10000022-2025-04-30-As","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Arsenic","200.8","USEPA",NA,5.24,"ug/L","=","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731033,"2025-05-02","20:01:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"126",10000022,"Water","Surface Water","10000022-2025-04-30-Zn-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,10.3,"ug/L","=","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731034,"2025-05-02","20:04:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"127",10000023,"Water","Surface Water","10000023-2025-04-30-Zn","2025-04-30","09:06:00.000000",NA,NA,60.480338,-151.030847,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,6.33,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731035,"2025-05-08","10:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"128",10000024,"Water","Surface Water","10000024-2025-04-30-Zn","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,5.2,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731036,"2025-05-08","10:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"129",10000025,"Water","Surface Water","10000025-2025-04-30-As","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Arsenic","200.8","USEPA",NA,1.54,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731037,"2025-05-08","11:02:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"130",10000025,"Water","Surface Water","10000025-2025-04-30-Zn","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,7.33,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731037,"2025-05-08","11:02:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"131",10000021,"Water","Surface Water","10000021-2025-04-30-Zn","2025-04-30","09:32:00.000000",NA,NA,60.476634,-151.082099,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,6.62,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731032,"2025-05-02","19:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"132",10000022,"Water","Surface Water","10000022-2025-04-30-Zn","2025-04-30","10:30:00.000000",NA,NA,60.483364,-151.057656,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,9.71,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731033,"2025-05-02","20:01:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"133",10000022,"Water","Surface Water","10000022-2025-04-30-As-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Arsenic","200.8","USEPA",NA,5.51,"ug/L","=","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731034,"2025-05-02","20:04:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"134",10000024,"Water","Surface Water","10000024-2025-04-30-Total P","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.0438,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731012,"2025-05-07","09:45:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"135",10000024,"Water","Surface Water","10000024-2025-04-30-As","2025-04-30","10:26:00.000000",NA,NA,60.489963,-150.860982,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Arsenic","200.8","USEPA",NA,1.78,"ug/L","J","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",3.75,"ug/L",NA,"SGS",1251731036,"2025-05-08","10:59:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"136",10000025,"Water","Surface Water","10000025-2025-04-30-Total P","2025-04-30","10:26:00.000000",NA,NA,60.498284,-150.863121,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.0151,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731013,"2025-05-07","09:46:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"137",10000026,"Water","Surface Water","10000026-2025-04-30-Total P","2025-04-30","11:05:00.000000",NA,NA,60.53687,-150.754724,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Phosphorus","4500-P-E","APHA",NA,0.0377,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.03,"mg/L",NA,"SGS",1251731014,"2025-05-07","09:50:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"138",10000017,"Water","Surface Water","10000017-2025-04-30-Zn","2025-04-30","10:15:00.000000",NA,NA,60.533743,-151.099258,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,18.6,"ug/L","=","Sampled",NA,"Dissolved","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731028,"2025-05-02","19:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"139",10000020,"Water","Surface Water","10000020-2025-04-30-Zn","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,3.84,"ug/L","J","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731007,"2025-05-02","15:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"140",10000020,"Water","Surface Water","10000020-2025-04-30-Total Nitrate/Nitrite-N","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.1,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.15,"mg/L",NA,"SGS",1251731007,"2025-05-14","14:51:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"141",10000020,"Water","Surface Water","10000020-2025-04-30-Ca","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Calcium","200.8","USEPA",NA,10700,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",375,"ug/L",NA,"SGS",1251731007,"2025-05-02","15:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"142",10000020,"Water","Surface Water","10000020-2025-04-30-Fe","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Iron","200.8","USEPA",NA,1470,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L",NA,"SGS",1251731007,"2025-05-02","15:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"143",10000020,"Water","Surface Water","10000020-2025-04-30-Mg","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Magnesium","200.8","USEPA",NA,2770,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",50,"ug/L","Method Detection Level",37.5,"ug/L",NA,"SGS",1251731007,"2025-05-02","15:36:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"144",10000022,"Water","Surface Water","10000022-2025-04-30-Ca-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Calcium","200.8","USEPA",NA,16400,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",375,"ug/L",NA,"SGS",1251731010,"2025-05-02","15:54:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"145",10000022,"Water","Surface Water","10000022-2025-04-30-Fe-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Iron","200.8","USEPA",NA,1090,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L",NA,"SGS",1251731010,"2025-05-02","15:54:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"146",10000022,"Water","Surface Water","10000022-2025-04-30-Mg-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Magnesium","200.8","USEPA",NA,4080,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",50,"ug/L","Method Detection Level",37.5,"ug/L",NA,"SGS",1251731010,"2025-05-02","15:54:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"147",10000022,"Water","Surface Water","10000022-2025-04-30-Zn-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,6.24,"ug/L","J","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731010,"2025-05-02","15:54:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"148",10000022,"Water","Surface Water","10000022-2025-04-30-Total Nitrate/Nitrite-N-DUP","2025-04-30","10:42:00.000000",NA,NA,60.483364,-151.057656,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.077,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.15,"mg/L",NA,"SGS",1251731010,"2025-05-14","14:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"149",10000008,"Water","Surface Water","10000008-2025-04-30-Ca","2025-04-30","09:48:00.000000",NA,NA,60.550888,-151.268417,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Calcium","200.8","USEPA",NA,9360,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",375,"ug/L",NA,"SGS",1251731001,"2025-05-02","15:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"150",10000008,"Water","Surface Water","10000008-2025-04-30-Cu","2025-04-30","09:48:00.000000",NA,NA,60.550888,-151.268417,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,1.42,"ug/L","J","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731001,"2025-05-02","15:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"151",10000002,"Water","Surface Water","10000002-2025-04-30-Cu","2025-04-30","10:23:00.000000",NA,NA,60.54368,-151.22294,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Copper","200.8","USEPA",NA,48.1,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",3,"ug/L","Method Detection Level",2.25,"ug/L",NA,"SGS",1251731002,"2025-05-02","15:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"152",10000015,"Water","Surface Water","10000015-2025-04-30-Ca","2025-04-30","09:50:00.000000",NA,NA,60.548029,-151.14324,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Calcium","200.8","USEPA",NA,12000,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",375,"ug/L",NA,"SGS",1251731003,"2025-05-02","15:24:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"153",10000018,"Water","Surface Water","10000018-2025-04-30-Total Nitrate/Nitrite-N","2025-04-30","10:47:00.000000",NA,NA,60.502005,-151.106973,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.262,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.15,"mg/L",NA,"SGS",1251731005,"2025-05-14","14:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"154",10000018,"Water","Surface Water","10000018-2025-04-30-Total Nitrate/Nitrite-N-DUP","2025-04-30","10:47:00.000000",NA,NA,60.502005,-151.106973,NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.222,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.15,"mg/L",NA,"SGS",1251731006,"2025-05-14","14:46:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4","N","AKDT"
"155",10000020,"Water","Surface Water","10000020-2025-04-30-Zn-NA","2025-04-30","09:58:00.000000",NA,NA,60.48175453,-151.1306816,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,5.43,"ug/L","J","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731024,"2025-05-02","19:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"156",10000008,"Water","Surface Water","10000008-2025-04-30-Fe","2025-04-30","09:48:00.000000",NA,NA,60.550888,-151.268417,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Iron","200.8","USEPA",NA,4470,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",250,"ug/L","Method Detection Level",188,"ug/L",NA,"SGS",1251731001,"2025-05-02","15:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"157",10000008,"Water","Surface Water","10000008-2025-04-30-Mg","2025-04-30","09:48:00.000000",NA,NA,60.550888,-151.268417,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Magnesium","200.8","USEPA",NA,7230,"ug/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",50,"ug/L","Method Detection Level",37.5,"ug/L",NA,"SGS",1251731001,"2025-05-02","15:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
"158",10000008,"Water","Surface Water","10000008-2025-04-30-Zn","2025-04-30","09:48:00.000000",NA,NA,60.550888,-151.268417,NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,1251731,"Zinc","200.8","USEPA",NA,9,"ug/L","J","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",7.5,"ug/L",NA,"SGS",1251731001,"2025-05-02","15:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque",NA,"N","AKDT"
