"sample_id","collect_date","collect_time","lab_sample_id","sample_type","rec_date","rec_time","run_date","run_time","anl_batch","prp_batch","extraction_code","extracted_date","extracted_time","analyte","cas_number","analyte_flag","analytical_method","result","resultflag","repdl","limit_definition","units","analytical_cut","initial_wt_vol","final_vol","amount_spiked","percent_recovery","rec_limit_low","rec_limit_high","initial_conc","sample_rpd","rpd_limit_low","rpd_limit_high","rep_sig_digs","analysis_group","method_order","analte_order","loq","lod","dl","sdg","run_date_time","percent_recovered","allowable_limit","analyte_order","lab_name","matrix","site_id","monitoring_location_id"
"MP42262-MB1","2023-05-18","16:00:00","MP42262-MB1","MB","2023-05-18","16:00:00","2023-05-22","10:28:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Calcium","7440-70-2","N","EPA 200.7",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,80,1000,100,1000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42262-MB1",NA
"MP42262-MB1","2023-05-18","16:00:00","MP42262-MB1","MB","2023-05-18","16:00:00","2023-05-22","10:28:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Copper","7440-50-8","N","EPA 200.7",0,"U",2,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,110,25,2,25,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42262-MB1",NA
"MP42262-MB1","2023-05-18","16:00:00","MP42262-MB1","MB","2023-05-18","16:00:00","2023-05-22","10:28:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Iron","7439-89-6","N","EPA 200.7",0,"U",50,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,120,300,50,300,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42262-MB1",NA
"MP42262-MB1","2023-05-18","16:00:00","MP42262-MB1","MB","2023-05-18","16:00:00","2023-05-22","10:28:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Magnesium","7439-95-4","N","EPA 200.7",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,140,5000,100,5000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42262-MB1",NA
"MP42262-MB1","2023-05-18","16:00:00","MP42262-MB1","MB","2023-05-18","16:00:00","2023-05-22","10:28:00","MA19432","MP42262","EPA 200.7","2023-05-18","16:00:00","Zinc","7440-66-6","N","EPA 200.7",0,"U",5,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",1,280,20,5,20,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42262-MB1",NA
"MP42269-MB1","2023-05-19","14:23:00","MP42269-MB1","MB","2023-05-19","14:23:00","2023-05-22","16:31:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Calcium","7440-70-2","N","SW846 6010D",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",2,80,1000,100,1000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB1",NA
"MP42269-MB1","2023-05-19","14:23:00","MP42269-MB1","MB","2023-05-19","14:23:00","2023-05-22","16:31:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Iron","7439-89-6","N","SW846 6010D",0,"U",50,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",2,120,300,50,300,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB1",NA
"MP42269-MB1","2023-05-19","14:23:00","MP42269-MB1","MB","2023-05-19","14:23:00","2023-05-22","16:31:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Magnesium","7439-95-4","N","SW846 6010D",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",2,140,5000,100,5000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB1",NA
"MP42269-MB1","2023-05-19","14:23:00","MP42269-MB1","MB","2023-05-19","14:23:00","2023-05-22","16:31:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Zinc","7440-66-6","N","SW846 6010D",0,"U",5,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",2,280,20,5,20,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB1",NA
"MP42269-MB2A","2023-05-19","14:23:00","MP42269-MB2A","MB","2023-05-19","14:23:00","2023-05-22","19:47:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Calcium","7440-70-2","N","SW846 6010D",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",2,80,1000,100,1000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB2A",NA
"MP42269-MB2A","2023-05-19","14:23:00","MP42269-MB2A","MB","2023-05-19","14:23:00","2023-05-22","19:47:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Iron","7439-89-6","N","SW846 6010D",0,"U",50,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",2,120,300,50,300,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB2A",NA
"MP42269-MB2A","2023-05-19","14:23:00","MP42269-MB2A","MB","2023-05-19","14:23:00","2023-05-22","19:47:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Magnesium","7439-95-4","N","SW846 6010D",0,"U",100,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Metals",2,140,5000,100,5000,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB2A",NA
"MP42269-MB2A","2023-05-19","14:23:00","MP42269-MB2A","MB","2023-05-19","14:23:00","2023-05-22","19:47:00","MA19429","MP42269","SW846 3010A","2023-05-19","14:23:00","Zinc","7440-66-6","N","SW846 6010D",13.6,"*",5,"LOD","ug/l",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals",2,280,20,5,20,"FC5912",NA,NA,NA,NA,"SGS North America, Anchorage, Alaska","Water","MP42269-MB2A",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Arsenic","7440-38-2","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,0.6,"1233640","07/27/2023 15:49",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Cadmium","7440-43-9","N","EP200.8",0,"U",0.1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.2,0.1,0.06,"1233640","07/27/2023 15:49",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Calcium","7440-70-2","N","EP200.8",0,"U",100,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,200,100,60,"1233640","07/27/2023 15:49",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Chromium","7440-47-3","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,1,"1233640","07/27/2023 15:49",NA,NA,9,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Copper","7440-50-8","N","EP200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,1.2,0.6,0.4,"1233640","07/27/2023 15:49",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Iron","7439-89-6","N","EP200.8",0,"U",50,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,100,50,31.2,"1233640","07/27/2023 15:49",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Lead","7439-92-1","N","EP200.8",0,"U",0.4,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.8,0.4,0.2,"1233640","07/27/2023 15:49",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Magnesium","7439-95-4","N","EP200.8",0,"U",10,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,20,10,6,"1233640","07/27/2023 15:49",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725003","CB","2023-07-27","22:46:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Zinc","7440-66-6","N","EP200.8",0,"U",2,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,4,2,1.24,"1233640","07/27/2023 15:49",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Arsenic","7440-38-2","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,0.6,"1233640","07/27/2023 18:01",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Cadmium","7440-43-9","N","EP200.8",0,"U",0.1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.2,0.1,0.06,"1233640","07/27/2023 18:01",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Calcium","7440-70-2","N","EP200.8",0,"U",100,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,200,100,60,"1233640","07/27/2023 18:01",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Chromium","7440-47-3","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,1,"1233640","07/27/2023 18:01",NA,NA,9,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Copper","7440-50-8","N","EP200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,1.2,0.6,0.4,"1233640","07/27/2023 18:01",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Iron","7439-89-6","N","EP200.8",0,"U",50,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,100,50,31.2,"1233640","07/27/2023 18:01",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Lead","7439-92-1","N","EP200.8",0,"U",0.4,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.8,0.4,0.2,"1233640","07/27/2023 18:01",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Magnesium","7439-95-4","N","EP200.8",0,"U",10,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,20,10,6,"1233640","07/27/2023 18:01",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725005","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Zinc","7440-66-6","N","EP200.8",0,"U",2,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,4,2,1.24,"1233640","07/27/2023 18:01",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Arsenic","7440-38-2","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,0.6,"1233640","07/27/2023 17:43",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Cadmium","7440-43-9","N","EP200.8",0,"U",0.1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.2,0.1,0.06,"1233640","07/27/2023 17:43",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Calcium","7440-70-2","N","EP200.8",0,"U",100,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,200,100,60,"1233640","07/27/2023 17:43",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Chromium","7440-47-3","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,1,"1233640","07/27/2023 17:43",NA,NA,9,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Copper","7440-50-8","N","EP200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,1.2,0.6,0.4,"1233640","07/27/2023 17:43",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Iron","7439-89-6","N","EP200.8",0,"U",50,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,100,50,31.2,"1233640","07/27/2023 17:43",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Lead","7439-92-1","N","EP200.8",0,"U",0.4,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.8,0.4,0.2,"1233640","07/27/2023 17:43",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Magnesium","7439-95-4","N","EP200.8",0,"U",10,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,20,10,6,"1233640","07/27/2023 17:43",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725007","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Zinc","7440-66-6","N","EP200.8",0,"U",2,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,4,2,1.24,"1233640","07/27/2023 17:43",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Arsenic","7440-38-2","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,0.6,"1233640","07/27/2023 17:11",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Cadmium","7440-43-9","N","EP200.8",0,"U",0.1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.2,0.1,0.06,"1233640","07/27/2023 17:11",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Calcium","7440-70-2","N","EP200.8",0,"U",100,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,200,100,60,"1233640","07/27/2023 17:11",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Chromium","7440-47-3","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,1,"1233640","07/27/2023 17:11",NA,NA,9,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Copper","7440-50-8","N","EP200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,1.2,0.6,0.4,"1233640","07/27/2023 17:11",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Iron","7439-89-6","N","EP200.8",0,"U",50,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,100,50,31.2,"1233640","07/27/2023 17:11",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Lead","7439-92-1","N","EP200.8",0,"U",0.4,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.8,0.4,0.2,"1233640","07/27/2023 17:11",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Magnesium","7439-95-4","N","EP200.8",0,"U",10,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,20,10,6,"1233640","07/27/2023 17:11",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725009","CB","2023-07-27","22:56:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Zinc","7440-66-6","N","EP200.8",0,"U",2,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,4,2,1.24,"1233640","07/27/2023 17:11",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Arsenic","7440-38-2","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,0.6,"1233640","07/27/2023 19:17",NA,NA,3,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Cadmium","7440-43-9","N","EP200.8",0,"U",0.1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.2,0.1,0.06,"1233640","07/27/2023 19:17",NA,NA,7,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Calcium","7440-70-2","N","EP200.8",0,"U",100,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,200,100,60,"1233640","07/27/2023 19:17",NA,NA,8,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Chromium","7440-47-3","N","EP200.8",0,"U",1,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,2,1,1,"1233640","07/27/2023 19:17",NA,NA,9,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Copper","7440-50-8","N","EP200.8",0,"U",0.6,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,1.2,0.6,0.4,"1233640","07/27/2023 19:17",NA,NA,11,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Iron","7439-89-6","N","EP200.8",0,"U",50,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,100,50,31.2,"1233640","07/27/2023 19:17",NA,NA,12,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Lead","7439-92-1","N","EP200.8",0,"U",0.4,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,0.8,0.4,0.2,"1233640","07/27/2023 19:17",NA,NA,13,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Magnesium","7439-95-4","N","EP200.8",0,"U",10,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,20,10,6,"1233640","07/27/2023 19:17",NA,NA,14,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
"CB for HBN 1859984 (MMS/12014)",NA,NA,"1725011","CB","2023-07-27","23:08:00",NA,NA,"MMS12014",NA,NA,NA,NA,"Zinc","7440-66-6","N","EP200.8",0,"U",2,"LOD","ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"Metals by ICP/MS",15,NA,4,2,1.24,"1233640","07/27/2023 19:17",NA,NA,32,"SGS North America, Anchorage, Alaska","Water","CB for HBN 1859984 (MMS/12014)",NA
